Loading data...
Data ready: 1281 events, 19 cities with ensemble

======================================================================
C1f Autoresearch — 150 trials
  Gen 1 (random): trials 1-50
  Gen 2 (perturb best): trials 51-100
  Gen 3 (fine-tune top 3): trials 101-150
======================================================================
  [G3] 137/150 score= 152.9 trades=196 WR=36.7% PnL=$   49,727 DD=20.1%
  [G3] 138/150 score= 152.8 trades=190 WR=37.4% PnL=$   55,336 DD=20.2%
  [G3] 139/150 score= 153.0 trades=196 WR=36.7% PnL=$   51,478 DD=20.1%
  [G3] 140/150 score= 151.9 trades=196 WR=36.7% PnL=$   88,866 DD=23.0%
  [G3] 141/150 score= 147.7 trades=226 WR=31.9% PnL=$   49,389 DD=23.8%
  [G3] 142/150 score= 151.7 trades=190 WR=36.8% PnL=$   57,485 DD=20.4%
  [G3] 143/150 score= 153.0 trades=196 WR=36.7% PnL=$   51,478 DD=20.1%
  [G3] 144/150 score= 152.0 trades=190 WR=36.8% PnL=$   45,967 DD=19.7%
  [G3] 145/150 score= 150.4 trades=228 WR=35.5% PnL=$  105,801 DD=27.8%
  [G3] 146/150 score= 143.6 trades=165 WR=37.0% PnL=$   33,630 DD=27.1%
  [G3] 147/150 score= 132.5 trades=196 WR=31.6% PnL=$   19,625 DD=30.2%
  [G3] 148/150 score= 151.0 trades=224 WR=33.9% PnL=$   61,839 DD=23.5%
  [G3] 149/150 score= 152.1 trades=187 WR=36.9% PnL=$   50,912 DD=21.3%
  [G3] 150/150 score= 142.2 trades=262 WR=32.8% PnL=$   44,572 DD=22.4%

======================================================================
Walk-Forward Validation — Top 5
======================================================================
  #1 (IS=153.0) → OOS=84.7 PnL=$1813
    Fold 1: PnL=$272 trades=57 WR=32%
    Fold 2: PnL=$2210 trades=40 WR=40%
    Fold 3: PnL=$2956 trades=33 WR=54%
  #2 (IS=153.0) → OOS=84.6 PnL=$1808
    Fold 1: PnL=$238 trades=57 WR=32%
    Fold 2: PnL=$2248 trades=40 WR=40%
    Fold 3: PnL=$2938 trades=33 WR=54%
  #3 (IS=153.0) → OOS=84.6 PnL=$1808
    Fold 1: PnL=$238 trades=57 WR=32%
    Fold 2: PnL=$2248 trades=40 WR=40%
    Fold 3: PnL=$2938 trades=33 WR=54%
  #4 (IS=153.0) → OOS=84.8 PnL=$1837
    Fold 1: PnL=$267 trades=57 WR=32%
    Fold 2: PnL=$2292 trades=40 WR=40%
    Fold 3: PnL=$2953 trades=33 WR=54%
  #5 (IS=153.0) → OOS=84.8 PnL=$1837
    Fold 1: PnL=$267 trades=57 WR=32%
    Fold 2: PnL=$2292 trades=40 WR=40%
    Fold 3: PnL=$2953 trades=33 WR=54%

Done in 47s (0.8min)
Best IS score: 153.0
Best OOS score: 84.66
Results: /Users/dnl.vlck/Arbo/research/data/experiments/sweep_c1f_autoresearch.json
